x_real,y_real,x_fake,y_fake
-0.10870983451604843,0.08084560185670853,-0.8067320518992658,0.06876468172502243
-0.07890963554382324,-0.012304605916142464,0.2212473291790514,0.10358205185358668
-0.44752174615859985,-0.3292596936225891,0.8333550556916516,0.025223236799520238
0.4460659623146057,-0.0888710618019104,-0.3884378780708774,0.047245170330802666
-0.2611236870288849,-0.05736350640654564,-0.3498176670324682,-0.20144832320942374
0.7757981419563293,-0.23401546478271484,0.32149878645097785,-0.2151557581912535
0.016869546845555305,-0.06813120096921921,0.4313980712411396,0.29638426168969767
0.6618008017539978,0.1628764122724533,0.23639298233691702,0.32234480489722017
0.32074639201164246,0.21534454822540283,-0.8062501640010695,-0.4471984034396409
0.7254928350448608,0.13369406759738922,-0.0167105530950407,0.24615917991604452
0.3038214445114136,-0.3952183723449707,-0.5852110867888821,0.19583601669169615
0.17123058438301086,0.24428114295005798,-0.09436642563909058,-0.033050095613630814
-0.4159929156303406,0.020811818540096283,-0.2649278389885301,-0.1446582672066867
1.272137999534607,0.08808901160955429,0.6235959609625505,0.11988105944952548
-0.36294353008270264,0.011464745737612247,0.5988918547797145,0.06257011280241384
0.3949020504951477,0.2275339961051941,-0.6693908006211106,0.17896882161159472
-0.5751324892044067,-0.37756678462028503,-0.021876203431140814,-0.11841134028282072
-0.0228433720767498,-0.0899469405412674,-0.24415874038857038,-0.06825687808086764
-0.3100438416004181,-0.29619237780570984,0.15044934697548562,0.15507226027119658
0.3111461400985718,-0.019313745200634003,0.3716023442325281,0.3712001165808577
-0.8027713298797607,-0.1416628062725067,-0.21319170431610257,0.08493355353333434
0.34444525837898254,-0.01657649502158165,0.3012456522648786,0.042298545978087694
0.2273770123720169,-0.04682769626379013,0.7948688507557724,-0.031422762199866866
0.1936720609664917,0.18104898929595947,-0.8933842843422881,-0.12736170118046464
0.06012878194451332,0.06391790509223938,-0.4783382433619179,-0.22133347610763676
1.1230067014694214,-0.20381778478622437,0.18406363298784156,0.17277084731663303
-0.44925570487976074,0.2564663887023926,0.4508604613791786,0.12091073609834913
-0.4175164997577667,-0.11354385316371918,0.6598634130463013,-0.1772260047961277
0.26983630657196045,0.4260486960411072,1.3042656780657809,0.29553583814354856
0.14220261573791504,0.17321370542049408,-0.09445726754128014,-0.3071399446330779
-0.11401128023862839,-0.03830999508500099,-0.13363235187093525,-0.05067768374499002
-1.4675447940826416,-0.09506866335868835,0.3442073156949603,-0.21690374681071486
0.9148439764976501,-0.33198583126068115,-0.037449702729120404,0.08327200052061674
-0.44052016735076904,0.3495231568813324,-0.5146237101504065,0.07985803746485454
-1.341812014579773,-0.28718462586402893,-0.026288018253575407,0.017363762393291217
-0.11150747537612915,-0.0048516616225242615,-0.10202019475151744,0.05102644007037591
-0.6434653401374817,0.3111903965473175,-0.32214168660184656,0.2738719769260693
-0.02050883322954178,0.1276789754629135,0.7396110766471916,0.02905038739646352
-0.6377007961273193,0.2876719832420349,-0.620873903594388,-0.03612648287820158
0.032579630613327026,-0.48684537410736084,-0.7070608592442937,-0.19053773270868302
-0.3340982496738434,-0.1832001805305481,0.7357422347091458,-0.0145765997953615
-0.17374832928180695,-0.03060165047645569,0.1780736716066838,-0.06082728373645991
0.3047991693019867,0.005021651275455952,0.0328612144106407,-0.4916116165705445
0.3333440124988556,-0.04052257165312767,-0.5193811026979045,0.16360150514288746
-0.4750518202781677,0.12534977495670319,-0.06460102938526834,-0.17237466336401094
-0.2142581343650818,0.3677653968334198,-0.1363338207162683,-0.08171400426643977
0.27838751673698425,-0.08632820099592209,0.2661836557831704,-0.1355873728867586
-0.7127453088760376,0.22906005382537842,-0.9154691262807808,0.07674035376616722
-0.26031821966171265,0.0015628442633897066,-0.14715423121111407,-0.12985256298533537
0.007076220586895943,-0.12720343470573425,1.274144842008468,-0.27376719475689837
0.37551453709602356,0.10019653290510178,-1.1665045033550248,0.4021425281745741
-0.5825772881507874,0.09802360087633133,-0.8756694040594047,0.0906992326087735
0.07881484925746918,-0.2941853702068329,-0.12632046552843817,-0.12888664524231103
0.7409811615943909,0.19354809820652008,1.4863953121525606,-0.12661359367258887
0.7314084768295288,0.02032076194882393,0.7396591567201786,-0.0854963561102353
-0.8136662840843201,0.0564393475651741,-0.03923916601286001,0.16205139991781248
0.13170228898525238,0.24322272837162018,-0.18794674715116302,-0.17702301759823968
-0.6278761625289917,0.28520575165748596,0.09732950766245013,0.09759247911216062
0.06858117133378983,0.18903711438179016,-0.5140960487216603,0.11431852321599026
-0.22838012874126434,-0.12435202300548553,-0.29946243527215455,-0.30334761236724556
0.2018410712480545,0.16192792356014252,0.35379575834871013,-0.05330594783509113
0.23266200721263885,-0.060129862278699875,0.34110563187852977,-0.07880088199236707
-0.033048056066036224,0.22621460258960724,0.5386757897042154,-0.17477696152143352
-0.17183741927146912,-0.47796276211738586,-0.06452719234829837,0.09539066606256151
0.08607301115989685,-0.3077772259712219,-1.0885719399759797,-0.11835462757928039
-0.4307357966899872,-0.0736696645617485,0.3199037826111208,0.05538735220521751
0.4815240502357483,-0.197688490152359,0.46407151945048947,-0.24604743599486978
-0.004789328668266535,-0.13964936137199402,-0.20636149904886442,-0.32957740879643493
-0.3374336361885071,0.12115028500556946,0.44433840931933954,0.09957779494837421
0.38585859537124634,-0.0213206447660923,0.12086994545176728,0.0951651211359184
-0.5202268362045288,0.07590827345848083,-0.5448160881151713,0.19811532553115122
-0.16705794632434845,0.19982358813285828,-0.07422255863008997,-0.08073057506394463
